actual_gloss,normalized_gloss
slippery,SLIPPERY
slow,SLOW
small,SMALL
smell,SMELL
smelly,SMELLY
smile,SMILE
smoke,SMOKE
smooth,SMOOTH
smooth_surface,SMOOTH_SURFACE
snake,SNAKE
snake_wag,SNAKE_WAG
sneeze,SNEEZE
snob,SNOB
snorkel,SNORKEL
snow,SNOW
snow_motorcycle,SNOW_MOTORCYCLE
snowboard,SNOWBOARD
snowmobile,SNOWMOBILE
so_so,SO_SO
soap,SOAP
social_interact,SOCIAL_INTERACT
social_work,SOCIAL_WORK
society,SOCIETY
socks,SOCK
soda,SODA
soft,SOFT
some,SOME
something_one,SOMETHING_ONE
sometimes,SOMETIME
son,SON
soon,SOON
sophisticated,SOPHISTICATE
sophomore,SOPHOMORE
sophomore_2,SOPHOMORE
sorry,SORRY
soup,SOUP
south,SOUTH
south__a_ns_africa,SOUTH_AFRICA
spaghetti,SPAGHETTI
spank,SPANK
speakers,SPEAKER
special_except,SPECIAL_EXCEPT
specialty,SPECIALTY
speech_oral,SPEECH_ORAL
spell,SPELL
spend,SPEND
spicy,SPICY
spider,SPIDER
spill,SPILL
spin,SPIN
spit,SPIT
spread,SPREAD
sprinkler,SPRINKLER
square,SQUARE
squared,SQUARED
squirrel,SQUIRREL
stab,STAB
stage,STAGE
stamp,STAMP
stamp_seal,STAMP_SEAL
stand,STAND
stand_up,STAND_UP
stand_up_ascend,STAND_UP_ASCEND
star,STAR
start,START
state,STATE
statistics,STATISTICS
steal,STEAL
stealthy,STEALTHY
steam,STEAM
steep,STEEP
stepladder,STEPLADDER
steps,STEP
sticky,STICKY
still,STILL
stimulate,STIMULATE
sting,STING
sting_face,STING_FACE
stink,STINK
stir,STIR
stitch,STITCH
stomach,STOMACH
stop,STOP
stoplight,STOPLIGHT
storm_clouds,STORM_CLOUD
story,STORY
story__agent,STORY_AGENT
story_tell,STORY_TELL
straight,STRAIGHT
strange,STRANGE
strangle,STRANGLE
straw,STRAW
strawberry,STRAWBERRY
stray_deviate,STRAY_DEVIATE
strict,STRICT
string,STRING
strip,STRIP
strip_paint,STRIP_PAINT
stripes,STRIPE
strong,STRONG
structure,STRUCTURE
struggle,STRUGGLE
stubborn,STUBBORN
stuck,STUCK
study,STUDY
stupid,STUPID
stupid_3,STUPID
subscribe,SUBSCRIBE
subtract,SUBTRACT
subway,SUBWAY
succeed,SUCCEED
suffer,SUFFER
sugar_sweet,SUGAR_SWEET
suggest,SUGGEST
suitcase,SUITCASE
sulk,SULK
summarize,SUMMARY
summer,SUMMER
summon,SUMMON
sun,SUN
sunday,SUNDAY
sunrise,SUNRISE
sunset,SUNSET
sunshine,SUNSHINE
superior,SUPERIOR
supervise,SUPERVISE
supervise_agent,SUPERVISE_AGENT
support,SUPPORT
support__agent,SUPPORT_AGENT
surface,SURFACE
surgery,SURGERY
surprise,SURPRISE
surround,SURROUND
suspect,SUSPECT
suspend,SUSPEND
swallow,SWALLOW
swear,SWEAR
sweat,SWEAT
sweater,SWEATER
sweetheart,SWEETHEART
swim,SWIM
swing,SWING
switch,SWITCH
symbol,SYMBOL
system,SYSTEM
t,T
table,TABLE
tail,TAIL
take,TAKE
take_a_hike,TAKE_A_HIKE
take_advantage,TAKE_ADVANTAGE
take_break,TAKE_BREAK
take_notes,TAKE_NOTE
take_off,TAKE_OFF
take_picture,TAKE_PICTURE
take_pill,TAKE_PILL
take_subway,TAKE_SUBWAY
take_train,TAKE_TRAIN
take_up,TAKE_UP
talk,TALK
talk_over,TALK_OVER
talk_to_self,TALK_TO_SELF
tall,TALL
tan,TAN
tank_top,TANK_TOP
tap_dance,TAP_DANCE
tape,TAPE
tape_recording,TAPE_RECORD
taste,TASTE
tattle,TATTLE
tattoo,TATTOO
tea,TEA
teach,TEACH
teach__agent,TEACH_AGENT
team,TEAM
tease,TEASE
technology__agent,TECHNOLOGY_AGGENT
teenager,TEENAGER
teeth,TEETH
telescope,TELESCOPE
tell_i,TELL
temperature,TEMPERATURE
temple,TEMPLE
tempt,TEMPT
ten,TEN
ten_eight,TEN_EIGHT
tend,TEND
test,TEST
test_2,TEST
texting,TEXTING
than,THAN
thanksgiving,THANKSGIVING
that,THAT
then,THEN
theory,THEORY
therefore,THEREFORE
thermometer,THERMOMETER
these,THESE
thief,THIEF
thin,THIN
thing,THING
think,THINK
think__2h_pass_out,THINK_PASS_OUT
think_about,THINK_ABOUT
think_agree,THINK_AGREE
think_decide,THINK_DECIDE
think_faith,THINK_FAITH
think_focus_narrow,THINK_FOCUS_NARROW
think_general,THINK_GENERAL
think_grab_chance,THINK_GRAB_CHANCE
think_marry,THINK_MARRY
think_mean,THINK_MEAN
think_messed_up,THINK_MESSED_UP
think_mix_up,THINK_MIX_UP
think_opposite,THINK_OPPOSITE
think_over,THINK_OVER
think_shock,THINK_SHOCK
think_talk_to_self,THINK_TALK_TO_SELF
third,THIRD
third_in_list,THIRD_IN_LIST
third_place,THIRD_PLACE
thirsty,THIRSTY
thirteen,THIRTEEN
thirty,THIRTY
thirty_three,THIRTY_THREE
this_place,THIS_PLACE
thousand,THOUSAND
three,THREE
three_2_hour,THREE_HOUR
three_fourths,THREE_FOURTH
three_hour,THREE_HOUR
three_months,THREE_MONTH
three_more,THREE_MORE
three_weeks,THREE_WEEK
thrill_what_s_up,THRILL_WHAT_S_UP
throat,THROAT
throat_hurt,THROAT_HURT
through,THROUGH
throw,THROW
throw_away,THROW_AWAY
throw_ball,THROW_BALL
throw_basketball,THROW_BASKETBALL
throw_softball,THROW_SOFTBALL
thumb,THUMB
thumbtack_button,THUMBTACK_BUTTON
thursday,THURSDAY
tickle,TICKLE
tie,TIE
tiger,TIGER
time,TIME
time___1h__what_,TIME_WHAT
time__dcl_circular_object_,TIME_CIRCULAR_OBJECT
time_period,TIME_PERIOD
tiptoe,TIPTOE
tired,TIRE
to_fool,TO_FOOL
to_until,TO_UNTIL
toast,TOAST
tobacco,TOBACCO
together_go_steady,TOGETHER_GO_STEADY
toilet,TOILET
tomato,TOMATO
tomorrow,TOMORROW
tongue,TONGUE
tooth_glass,TOOTH_GLASS
toothbrush,TOOTHBRUSH
toothpaste,TOOTHPASTE
top,TOP
tornado,TORNADO
torture,TORTURE
toss,TOSS
total,TOTAL
touch,TOUCH
touch_heart,TOUCH_HEART
tough,TOUGH
tournament,TOURNAMENT
towel,TOWEL
trace_heart,TRACE_HEART
tradition,TRADITION
traffic,TRAFFIC
train,TRAIN
transfer,TRANSFER
translate,TRANSLAT
transportation,TRANSPORT
trap,TRAP
trash_bag,TRASH_BAG
travel,TRAVEL
treat,TREAT
tree_dcl_branch_,TREE_BRANCH
tree_pl,TREE_PL
trigonometry,TRIGONOMETRY
trim,TRIM
trim_hedge,TRIM_HEDGE
trip,TRIP
triple,TRIPLE
trombone,TROMBONE
trophy,TROPHY
trouble,TROUBLE
trumpet,TRUMPET
try,TRY
tuesday,TUESDAY
tunnel,TUNNEL
turn,TURN
turn_brother,TURN_BROTHER
turn_down,TURN_DOWN
turn_fatherwg,TURN_FATHERWG
turn_girl_correct,TURN_GIRL_CORRECT
turn_mother,TURN_MOTHER
turn_page,TURN_PAGE
turn_page_2,TURN_PAGE
turn_sister,TURN_SISTER
turtle,TURTLE
tutor,TUTOR
twelve,TWELVE
twenty,TWENTY
twenty_five,TWENTY_FIVE
twenty_one,TWENTY_ONE
twenty_three,TWENTY_THREE
twenty_two,TWENTY_TWO
twice,TWICE
twins,TWIN
twist,TWIST
two,TWO
two_2_hour,TWO_HOUR
two_hours,TWO_HOUR
two_months,TWO_MONTH
two_more,TWO_MORE
two_weeks,TWO_WEEK
type,TYPE
typewriter,TYPEWRITER
u,U
ugly,UGLY
umbrella,UMBRELLA
uncle,UNCLE
under,UNDER
underpants,UNDERPANT
understand,UNDERSTAND
underwear_precious,UNDERWEAR_PRECIOUS
uniform,UNIFORM
universe,UNIVERSE
university,UNIVERSITY
up,UP
up_ahead,UP_AHEAD
up_to_now,UP_TO_NOW
upper,UPPER
upset,UPSET
upside_down,UPSIDE_DOWN
upstairs,UPSTAIR
urge,URGE
use,USE
use__agent,USE_AGENT
used_to,USED_TO
v,V
vacation,VACATION
vacuum,VACUUM
vacuum_up,VACUUM_UP
vagina,VAGINA
vague,VAGUE
vain,VAIN
valley,VALLEY
vanilla,VANILLA
vary,VARY
vegetable,VEGETABLE
very,VERY
very_fast,VERY_FAST
veto_reject,VETO_REJECT
vibrate,VIBRATE
vice_president,VICE_PRESIDENT
video_camera,VIDEO_CAMERA
videotape_2,VIDEOTAPE
vinegar,VINEGAR
violin,VIOLIN
virgin,VIRGIN
virgin_fs_mary,VIRGIN_FS_MARY
virgin_mary,VIRGIN_MARY
visit_agent,VISIT_AGENT
visit_i,VISIT
visualize,VISUALIZE
vocabulary,VOCABULARY
vodka,VODKA
voice,VOICE
voice___1_temperature_pitch,VOICE_TEMPERATURE_PITCH
volleyball,VOLLEYBALL
volunteer_shirt,VOLUNTEER_SHIRT
vomit,VOMIT
vote,VOTE
w,W
wag,WAG
waist,WAIST
wait,WAIT
wait_a_minute,WAIT_A_MINUTE
wake_up,WAKE_UP
walk,WALK
wall,WALL
wallet,WALLET
want,WANT
want_neg,WANT_NEG
warm,HOT
warn,WARN
wash,WASH
wash_dish,WASH_DISH
wash_dish_pl,WASH_DISH
wash_face,WASH_FACE
wash_hands,WASH_HAND
washing_machine,WASHING_MACHINE
washing_machine_soap,WASHING_MACHINE_SOAP
waste,WASTE
watch,WATCH
water,WATER
water__melon_pumpkin,WATER_MELON_PUMPKIN
water__scl_5_waterfall_,WATER__WATERFALL
water__sprinkler,WATER_SPRINKLER
water_bcl_drinking_from_a_water_fountain_,WATER_DRINKING_FROM_A_WATER_FOUNTAIN
water_dcl_round_flat_,WATER_ROUND_FLAT
water_flow_2,WATER_FLOW
water_ocean,WATER_OCEAN
water_pump,WATER_PUMP
water_rise,WATER_RISE
water_river,WATER_RIVER
water_water_rise,WATER_WATER_RISE
watermelon,WATERMELON
wave_goodbye,WAVE_GOODBYE
weak,WEAK
wealthy,WEALTHY
weather,WEATHER
weave,WEAVE
wedding,MARRIAGE
wednesday,WEDNESDAY
weekend,WEEKEND
welcome,WELCOME
west,WEST
wet,WET
whale,WHALE
whale_2,WHALE
what,WHAT
wheel,WHEEL
wheel_cart,WHEEL_CART
wheelbarrow,WHEELBARROW
wheelchair,WHEELCHAIR
wheelchair_2,WHEELCHAIR
when,WHEN
where,WHERE
whew_relieved,WHEW_RELIEVED
which,WHICH
whip,WHIP
whiskers,WHISKER
whisper,WHISPER
whisper_3,WHISPER
whistle,WHISTLE
white,WHITE
white__5_face,WHITE_FACE
white_chalk,WHITE_CHALK
who,WHO
why,WHY
wide,WIDE
wife,WIFE
wild_2,WILD
wild_about,WILD_ABOUT
win,WIN
wind,WIND
window,WINDOW
wine,WINE
wine_bottle,WINE_BOTTLE
wine_pop_cork,WINE_POP_CORK
wisdom,WISDOM
witch,WITCH
with,WITH
with_neg,WITH_NEG
wolf,WOLF
woman,WOMAN
wonder,WONDER
wood,WOOD
word,WORD
work,WORK
work_out,WORK_OUT
workshop,WORKSHOP
world,WORLD
worm,WORM
worry,WORRY
worse,WORSE
worth,WORTH
worth_neg,WORTH_NEG
wow,WOW
wow_awful,WOW_AWFUL
wrap,WRAP
wrench_plumbing,WRENCH
wrestle__agent,WRESTLE_AGENT
wrist,WRIST
write,WRITE
write_agent,WRITE_AGENT
wrong,WRONG
x,X
xylophone,XYLOPHONE
y,Y
yawn,YAWN
yawn_2,YAWN
year,YEAR
yellow,YELLOW
yes,YES
yesterday,YESTERDAY
yom_kippur,YOM_KIPPUR
young,YOUNG
z,Z
zero,ZERO
zipper,ZIPPER
zits,ZIT
false,FALSE
