ID	Meaning (Chinese)
3916	森林（林）
3917	树（木）
3918	松树
3919	柏树
3920	杉树
3921	柳树
3922	樟树
3923	桑树
3924	竹
3925	芦苇
3926	花
3927	草
3928	叶
3929	人参
3930	向日葵
3931	道德
3932	品德（品行）
3933	品质
3934	修养
3935	行为（行动）
3936	性格
3937	作风
3938	才能
3939	能力
3940	智慧
3941	纯洁
3942	勇敢
3943	懦弱
3944	勤劳
3945	懒（懒惰）
3946	诚实（诚恳）
3947	踏实
3948	虚夸
3949	端正
3950	轻浮
3951	直爽
3952	大方
3953	狡猾（诈骗）
3954	善良
3955	谦虚
3956	骄傲
3957	顽固
3958	严肃
3959	活泼
3960	和蔼
3961	文明
3962	忸怩
3963	粗鲁
3964	暴躁（急躁）
3965	激烈
3966	温和
3967	聪明
3968	呆板（愚笨）
3969	糊涂（含糊、模糊）
3970	老练
3971	幼稚
3972	认真
3973	谨慎
3974	细致
3975	轻率
3976	随便
3977	严格
3978	宽大
3979	自尊
3980	自卑
3981	自私
3982	积极
3983	消极（灰心）
3984	热心（热情）
3985	先进
3986	进步
3987	落后
3988	卓越
3989	英明
3990	保守
3991	魔鬼
3992	野心
3993	毒辣
3994	残酷
3995	厉害
3996	下流
3997	性能
3998	实质
3999	本质
4000	素质
4001	枢纽
4002	伟大
4003	宏伟
4004	崇高
4005	神圣
4006	是非
4007	困难
4008	容易
4009	单纯
4010	复杂
4011	烦琐
4012	光荣
4013	正确
4014	准确
4015	错误
4016	荒谬
4017	明显
4018	明确
4019	清楚
4020	盲目
4021	广泛
4022	狭隘
4023	妥当
4024	可靠
4025	恰当（适当）
4026	相当
4027	亲密
4028	疏远
4029	熟悉
4030	陌生
4031	极端
4032	突出
4033	重要
4034	次要
4035	必要
4036	多余
4037	正规
4038	优良
4039	普通
4040	豪华
4041	宝贵
4042	通顺
4043	颠倒
4044	严重
4045	严峻
4046	郑重
4047	沉重
4048	正常
4049	正式
4050	奇怪
4051	公平
4052	秘密
4053	泄露
4054	富强
4055	发达
4056	丰富
4057	贫困
4058	优点
4059	缺点
4060	规模
4061	模仿
4062	标准
4063	榜样
4064	质量
4065	基础
4066	基本
4067	关键
4068	核心
4069	渗透
4070	透彻
4071	精辟
4072	深刻
4073	生动
4074	尖锐
4075	精彩
4076	新鲜
4077	糟粕
4078	精华
4079	光明
4080	光辉
4081	黑暗
4082	灿烂
4083	锋芒
4084	闪耀
4085	周到
4086	完全
4087	完整
4088	扼要
4089	风趣
4090	干脆
4091	干枯
4092	功能
4093	够
4094	和谐
4095	胡说
4096	环节
4097	谎话
4098	荒唐
4099	简陋
4100	戒心
4101	精悍
4102	精巧
4103	枯竭
4104	口径
4105	可怜
4106	利索
4107	灵敏
4108	灵巧
4109	冒失
4110	敏感
4111	敏锐
4112	默契
4113	溺爱
4114	普遍
4115	巧合
4116	巧妙
4117	气氛
4118	坦率
4119	拖拉
4120	通俗
4121	婉转（委婉）
4122	微妙
4123	温柔
4124	无聊（乏味）
4125	系列
4126	吸引
4127	鲜艳
4128	显著
4129	袖珍
4130	悬殊
4131	要害
4132	优秀
4133	用途（用处）
4134	珍贵
4135	珍爱（珍惜）
4136	著名
4137	庄严
4138	作用
4139	障碍
4140	真实
4141	事情
4142	事件
4143	事例
4144	事实
4145	事业
4146	情况
4147	目标
4148	意义
4149	经验
4150	教训
4151	负责
4152	负担
4153	名誉（荣誉）
4154	信誉
4155	耻辱
4156	威望
4157	威风
4158	权威
4159	功绩
4160	功劳
4161	功勋
4162	挫折
4163	开始（开头、开端）
4164	结束
4165	结果
4166	继续
4167	停止
4168	禁止
4169	掌握（把握）
4170	反复（重复）
4171	确定
4172	概括
4173	混合
4174	巩固
4175	包括
4176	加强
4177	削弱
4178	吸收
4179	好转
4180	恶化
4181	扭转
4182	耽误
4183	萌芽
4184	发生
4185	发展
4186	开展
4187	发挥
4188	深入
4189	扩大
4190	缩小
4191	延长
4192	空白
4193	稳定
4194	变化
4195	影响
4196	普及
4197	提高
4198	交流
4199	推广
4200	改善（改良）
4201	转折
4202	曲折
4203	酝酿
4204	恢复
4205	努力
4206	竭力
4207	加紧
4208	道理
4209	理由
4210	舆论
4211	态度
4212	姿态
4213	专门
4214	窍门
4215	本领
4216	效益
4217	成效
4218	反应
4219	体现
4220	表现
4221	利益
4222	公益
4223	程度
4224	进度
4225	典型
4226	象征
4227	传统
4228	根源
4229	环境
4230	标志
4231	前途
4232	贡献
4233	顺利
4234	麻烦（名词）
4235	点缀（装饰）
4236	构成
4237	冲淡
4238	布局
4239	定局
4240	实行
4241	遵守
4242	约束
4243	差别
4244	差距
4245	相同
4246	增加
4247	扣除
4248	胜任
4249	踊跃
4250	响应
4251	避免
4252	摆脱
4253	动作
4254	争取
4255	督促
4256	促进
4257	震动
4258	冲突
4259	泛滥
4260	拥挤
4261	隐患
4262	恰巧
4263	幸亏
4264	逐步
4265	状况（状态）
4266	成语
4267	虚词
4268	知无不言
4269	言无不尽
4270	言者无罪
4271	闻者足戒
4272	惩前毖后
4273	治病救人
4274	自力更生
4275	勤俭建国
4276	统筹兼顾
4277	各尽所能
4278	集思广益
4279	精益求精
4280	朝气蓬勃
4281	继往开来
4282	理直气壮
4283	无微不至
4284	断章取义
4285	不求甚解
4286	随心所欲
4287	发号施令
4288	虎头蛇尾
4289	吹毛求疵
4290	坐井观天
4291	熟能生巧
4292	阳奉阴违
4293	首先
4294	其次
4295	屡次
4296	最后
4297	常常
4298	始终
4299	当然
4300	果然
4301	仍然（依旧）
4302	不然
4303	可能
4304	可是
4305	或者
4306	一定
4307	虽然
4308	但是
4309	如果
4310	否则
4311	既然
4312	而且
4313	不论（无论）
4314	不但
4315	因为
4316	所以
4317	按照（按）
4318	由于（由）
4319	如何（怎么、怎么样）
4320	为
4321	为了
4322	有
4323	没有（无）
4324	不
4325	和（与、同）
4326	好象
4327	曾经（已经）
4328	差不多
4329	稍微
4330	尽量
4331	渐渐
4332	能（能够、可以）
4333	从
4334	历来（从来）
4335	每
4336	在
4337	是
4338	对
4339	都（全）
4340	向
4341	愿（愿意）
4342	这里
4343	那里
4344	哪儿
4345	哪些
4346	得
4347	最（很、十分）
4348	就
4349	越…越…
4350	什么
4351	为什么
4352	比如
4353	终于
4354	属于
4355	急中生智
4356	简直
4357	究竟
4358	聚精会神
4359	几乎
4360	了
4361	另外
4362	其实
4363	却
4364	然后
4365	如果 (?)
4366	甚至
4367	实事求是
4368	都有
4369	太
4370	突然
4371	唯一
4372	胸有成竹
4373	也
4374	以来
4375	应该（应当）
4376	永远
4377	又（再、还）
4378	0
4379	1
4380	2
4381	3
4382	4
4383	5
4384	6
4385	7
4386	8
4387	9
4388	A
4389	B
4390	C
4391	D
4392	E
4393	F
4394	G
4395	H
4396	I
4397	J
4398	K
4399	L
4400	M
4401	N
4402	O
4403	P
4404	Q
4405	R
4406	S
4407	T
4408	U
4409	V
4410	W
4411	X
4412	Y
4413	Z
