police1_signer1_rep1_glosses/glosses0000 |x1:170, x2:493, y1:40, y2:480
kep4_signer2_rep1_glosses/glosses0011 |x1:152, x2:495, y1:61, y2:476
kep4_signer2_rep1_glosses/glosses0012 |x1:156, x2:532, y1:57, y2:480
kep4_signer2_rep1_glosses/glosses0013 |x1:140, x2:497, y1:43, y2:480
kep4_signer2_rep1_glosses/glosses0014 |x1:177, x2:523, y1:55, y2:480
kep4_signer2_rep1_glosses/glosses0015 |x1:148, x2:507, y1:68, y2:480
kep4_signer2_rep1_glosses/glosses0016 |x1:131, x2:476, y1:61, y2:480
kep4_signer2_rep1_glosses/glosses0017 |x1:147, x2:510, y1:46, y2:480
kep4_signer2_rep1_glosses/glosses0018 |x1:187, x2:501, y1:55, y2:480
kep4_signer2_rep1_glosses/glosses0019 |x1:159, x2:510, y1:40, y2:480
kep4_signer2_rep1_glosses/glosses0020 |x1:133, x2:489, y1:40, y2:480
kep4_signer2_rep1_glosses/glosses0021 |x1:183, x2:539, y1:26, y2:480
kep4_signer2_rep1_glosses/glosses0022 |x1:136, x2:504, y1:58, y2:480
kep4_signer2_rep1_glosses/glosses0023 |x1:160, x2:540, y1:43, y2:480
kep4_signer2_rep1_glosses/glosses0024 |x1:144, x2:514, y1:61, y2:480
kep4_signer2_rep1_glosses/glosses0025 |x1:172, x2:553, y1:74, y2:480
kep4_signer2_rep1_glosses/glosses0026 |x1:162, x2:469, y1:63, y2:480
kep4_signer2_rep1_glosses/glosses0027 |x1:136, x2:454, y1:12, y2:480
kep4_signer2_rep1_glosses/glosses0028 |x1:165, x2:503, y1:45, y2:480
kep4_signer2_rep1_glosses/glosses0029 |x1:162, x2:504, y1:36, y2:480
kep4_signer2_rep1_glosses/glosses0030 |x1:180, x2:531, y1:55, y2:480
kep4_signer2_rep1_glosses/glosses0031 |x1:153, x2:515, y1:40, y2:480
kep4_signer2_rep1_glosses/glosses0032 |x1:172, x2:523, y1:23, y2:480
kep4_signer2_rep1_glosses/glosses0033 |x1:136, x2:491, y1:56, y2:480
kep4_signer2_rep1_glosses/glosses0034 |x1:189, x2:519, y1:30, y2:480
kep4_signer2_rep1_glosses/glosses0035 |x1:118, x2:511, y1:44, y2:480
kep4_signer2_rep1_glosses/glosses0036 |x1:179, x2:545, y1:29, y2:480
kep4_signer2_rep1_glosses/glosses0037 |x1:153, x2:474, y1:43, y2:480
kep4_signer2_rep1_glosses/glosses0038 |x1:162, x2:514, y1:54, y2:480
kep4_signer2_rep1_glosses/glosses0039 |x1:139, x2:473, y1:38, y2:480
kep4_signer2_rep1_glosses/glosses0040 |x1:179, x2:522, y1:53, y2:480
kep4_signer2_rep1_glosses/glosses0041 |x1:181, x2:525, y1:52, y2:480
kep4_signer2_rep1_glosses/glosses0042 |x1:187, x2:525, y1:55, y2:480
kep4_signer2_rep1_glosses/glosses0043 |x1:159, x2:541, y1:73, y2:480
kep4_signer2_rep1_glosses/glosses0044 |x1:141, x2:503, y1:60, y2:480
kep4_signer2_rep1_glosses/glosses0045 |x1:187, x2:548, y1:35, y2:480
kep4_signer2_rep1_glosses/glosses0046 |x1:138, x2:534, y1:50, y2:480
kep4_signer2_rep1_glosses/glosses0047 |x1:171, x2:551, y1:43, y2:480
kep4_signer2_rep1_glosses/glosses0048 |x1:148, x2:510, y1:48, y2:480
kep4_signer2_rep1_glosses/glosses0049 |x1:190, x2:519, y1:57, y2:480
kep4_signer2_rep1_glosses/glosses0050 |x1:178, x2:512, y1:60, y2:480
kep4_signer2_rep1_glosses/glosses0051 |x1:163, x2:497, y1:41, y2:480
kep4_signer2_rep1_glosses/glosses0052 |x1:181, x2:534, y1:36, y2:480
kep4_signer2_rep1_glosses/glosses0053 |x1:171, x2:532, y1:49, y2:480
kep4_signer2_rep1_glosses/glosses0054 |x1:191, x2:528, y1:21, y2:480
kep4_signer2_rep1_glosses/glosses0055 |x1:180, x2:524, y1:46, y2:480
kep4_signer2_rep1_glosses/glosses0056 |x1:159, x2:514, y1:50, y2:480
kep4_signer2_rep1_glosses/glosses0057 |x1:169, x2:502, y1:41, y2:480
kep4_signer2_rep1_glosses/glosses0058 |x1:141, x2:486, y1:49, y2:480
kep4_signer2_rep1_glosses/glosses0059 |x1:142, x2:487, y1:49, y2:480
kep4_signer2_rep1_glosses/glosses0060 |x1:145, x2:491, y1:59, y2:475
kep4_signer2_rep1_glosses/glosses0061 |x1:147, x2:524, y1:50, y2:480
kep4_signer2_rep1_glosses/glosses0062 |x1:185, x2:528, y1:24, y2:480
kep4_signer2_rep1_glosses/glosses0063 |x1:188, x2:548, y1:78, y2:480
kep4_signer2_rep1_glosses/glosses0064 |x1:152, x2:509, y1:24, y2:480
kep4_signer2_rep1_glosses/glosses0065 |x1:155, x2:533, y1:48, y2:480
kep4_signer2_rep1_glosses/glosses0066 |x1:135, x2:490, y1:61, y2:480
kep4_signer2_rep1_glosses/glosses0067 |x1:167, x2:512, y1:44, y2:480
kep4_signer2_rep1_glosses/glosses0068 |x1:180, x2:510, y1:34, y2:480
kep4_signer2_rep1_glosses/glosses0069 |x1:132, x2:489, y1:53, y2:480
kep4_signer2_rep1_glosses/glosses0070 |x1:175, x2:542, y1:27, y2:480
kep4_signer2_rep1_glosses/glosses0071 |x1:144, x2:495, y1:40, y2:480
kep4_signer2_rep1_glosses/glosses0072 |x1:167, x2:497, y1:54, y2:480
kep4_signer2_rep1_glosses/glosses0073 |x1:134, x2:497, y1:62, y2:480
kep4_signer2_rep1_glosses/glosses0074 |x1:144, x2:515, y1:47, y2:480
kep4_signer2_rep1_glosses/glosses0075 |x1:130, x2:468, y1:37, y2:475
kep4_signer2_rep1_glosses/glosses0076 |x1:161, x2:507, y1:52, y2:480
kep4_signer2_rep1_glosses/glosses0077 |x1:127, x2:515, y1:48, y2:480
kep4_signer2_rep1_glosses/glosses0078 |x1:158, x2:495, y1:51, y2:480
kep4_signer2_rep1_glosses/glosses0079 |x1:165, x2:507, y1:51, y2:480
kep4_signer2_rep1_glosses/glosses0080 |x1:149, x2:507, y1:25, y2:480
kep4_signer2_rep1_glosses/glosses0081 |x1:132, x2:484, y1:43, y2:480
kep4_signer2_rep1_glosses/glosses0082 |x1:134, x2:498, y1:61, y2:480
kep4_signer2_rep1_glosses/glosses0083 |x1:147, x2:466, y1:66, y2:480
kep4_signer2_rep1_glosses/glosses0084 |x1:144, x2:513, y1:54, y2:470
kep4_signer2_rep1_glosses/glosses0085 |x1:126, x2:485, y1:49, y2:480
kep4_signer2_rep1_glosses/glosses0086 |x1:180, x2:528, y1:61, y2:476
kep4_signer2_rep2_glosses/glosses0000 |x1:129, x2:491, y1:41, y2:480
kep4_signer2_rep2_glosses/glosses0001 |x1:170, x2:531, y1:30, y2:480
kep4_signer2_rep2_glosses/glosses0002 |x1:180, x2:535, y1:76, y2:480
kep4_signer2_rep2_glosses/glosses0003 |x1:129, x2:468, y1:66, y2:480
kep4_signer2_rep2_glosses/glosses0004 |x1:150, x2:508, y1:55, y2:480
kep4_signer2_rep2_glosses/glosses0005 |x1:192, x2:514, y1:63, y2:480
kep4_signer2_rep2_glosses/glosses0006 |x1:149, x2:518, y1:44, y2:480
kep4_signer2_rep2_glosses/glosses0007 |x1:144, x2:471, y1:39, y2:480
kep4_signer2_rep2_glosses/glosses0008 |x1:150, x2:481, y1:40, y2:480
kep4_signer2_rep2_glosses/glosses0009 |x1:118, x2:491, y1:51, y2:480
kep4_signer2_rep2_glosses/glosses0010 |x1:138, x2:513, y1:52, y2:480
kep4_signer2_rep2_glosses/glosses0011 |x1:123, x2:488, y1:38, y2:480
kep4_signer2_rep2_glosses/glosses0012 |x1:142, x2:525, y1:45, y2:480
kep4_signer2_rep2_glosses/glosses0013 |x1:162, x2:525, y1:40, y2:480
kep4_signer2_rep2_glosses/glosses0014 |x1:145, x2:478, y1:49, y2:480
kep4_signer2_rep2_glosses/glosses0015 |x1:149, x2:547, y1:66, y2:480
kep4_signer2_rep2_glosses/glosses0016 |x1:180, x2:507, y1:60, y2:480
kep4_signer2_rep2_glosses/glosses0017 |x1:189, x2:546, y1:29, y2:480
kep4_signer2_rep2_glosses/glosses0018 |x1:159, x2:482, y1:47, y2:477
kep4_signer2_rep2_glosses/glosses0019 |x1:149, x2:500, y1:40, y2:480
kep4_signer2_rep2_glosses/glosses0020 |x1:131, x2:503, y1:33, y2:480
kep4_signer2_rep2_glosses/glosses0021 |x1:180, x2:501, y1:68, y2:480
kep4_signer2_rep2_glosses/glosses0022 |x1:189, x2:555, y1:81, y2:480
kep4_signer2_rep2_glosses/glosses0023 |x1:140, x2:521, y1:69, y2:480
kep4_signer2_rep2_glosses/glosses0024 |x1:120, x2:487, y1:27, y2:480
kep4_signer2_rep2_glosses/glosses0025 |x1:152, x2:559, y1:61, y2:480
kep4_signer2_rep2_glosses/glosses0026 |x1:130, x2:486, y1:46, y2:480
kep4_signer2_rep2_glosses/glosses0027 |x1:147, x2:541, y1:76, y2:480
kep4_signer2_rep2_glosses/glosses0028 |x1:142, x2:513, y1:48, y2:480
kep4_signer2_rep2_glosses/glosses0029 |x1:151, x2:509, y1:50, y2:480
kep4_signer2_rep2_glosses/glosses0030 |x1:108, x2:551, y1:47, y2:480
kep4_signer2_rep2_glosses/glosses0031 |x1:178, x2:517, y1:23, y2:480
kep4_signer2_rep2_glosses/glosses0032 |x1:108, x2:489, y1:35, y2:480
kep4_signer2_rep2_glosses/glosses0033 |x1:156, x2:503, y1:45, y2:480
kep4_signer2_rep2_glosses/glosses0034 |x1:142, x2:490, y1:33, y2:480
kep4_signer2_rep2_glosses/glosses0035 |x1:126, x2:477, y1:49, y2:480
kep4_signer2_rep2_glosses/glosses0036 |x1:142, x2:491, y1:47, y2:480
kep4_signer2_rep2_glosses/glosses0037 |x1:153, x2:515, y1:43, y2:480
kep4_signer2_rep2_glosses/glosses0038 |x1:124, x2:510, y1:36, y2:480
kep4_signer2_rep2_glosses/glosses0039 |x1:114, x2:489, y1:47, y2:480
kep4_signer2_rep2_glosses/glosses0040 |x1:150, x2:531, y1:51, y2:480
kep4_signer2_rep2_glosses/glosses0041 |x1:145, x2:491, y1:48, y2:480
kep4_signer2_rep2_glosses/glosses0042 |x1:139, x2:482, y1:37, y2:480
kep4_signer2_rep2_glosses/glosses0043 |x1:188, x2:522, y1:61, y2:480
kep4_signer2_rep2_glosses/glosses0044 |x1:162, x2:503, y1:46, y2:480
kep4_signer2_rep2_glosses/glosses0045 |x1:162, x2:534, y1:69, y2:480
kep4_signer2_rep2_glosses/glosses0046 |x1:157, x2:523, y1:61, y2:480
kep4_signer2_rep2_glosses/glosses0047 |x1:180, x2:518, y1:53, y2:480
kep4_signer2_rep2_glosses/glosses0048 |x1:127, x2:515, y1:44, y2:480
kep4_signer2_rep2_glosses/glosses0049 |x1:135, x2:497, y1:46, y2:480
kep4_signer2_rep2_glosses/glosses0050 |x1:104, x2:535, y1:38, y2:480
kep4_signer2_rep2_glosses/glosses0051 |x1:150, x2:482, y1:37, y2:480
kep4_signer2_rep2_glosses/glosses0052 |x1:180, x2:525, y1:45, y2:480
kep4_signer2_rep2_glosses/glosses0053 |x1:157, x2:509, y1:41, y2:480
kep4_signer2_rep2_glosses/glosses0054 |x1:175, x2:482, y1:25, y2:480
kep4_signer2_rep2_glosses/glosses0055 |x1:173, x2:539, y1:64, y2:480
kep4_signer2_rep2_glosses/glosses0056 |x1:153, x2:534, y1:55, y2:480
kep4_signer2_rep2_glosses/glosses0057 |x1:109, x2:462, y1:57, y2:480
kep4_signer2_rep2_glosses/glosses0058 |x1:159, x2:510, y1:58, y2:480
kep4_signer2_rep2_glosses/glosses0059 |x1:171, x2:534, y1:27, y2:480
kep4_signer2_rep2_glosses/glosses0060 |x1:130, x2:476, y1:50, y2:480
kep4_signer2_rep2_glosses/glosses0061 |x1:143, x2:508, y1:47, y2:480
kep4_signer2_rep2_glosses/glosses0062 |x1:170, x2:533, y1:32, y2:480
kep4_signer2_rep2_glosses/glosses0063 |x1:149, x2:511, y1:45, y2:480
kep4_signer2_rep2_glosses/glosses0064 |x1:175, x2:532, y1:58, y2:480
kep4_signer2_rep2_glosses/glosses0065 |x1:191, x2:546, y1:50, y2:480
kep4_signer2_rep2_glosses/glosses0066 |x1:147, x2:487, y1:47, y2:480
kep4_signer2_rep2_glosses/glosses0067 |x1:130, x2:448, y1:20, y2:480
kep4_signer2_rep2_glosses/glosses0068 |x1:189, x2:533, y1:49, y2:480
kep4_signer2_rep2_glosses/glosses0069 |x1:173, x2:536, y1:82, y2:480
kep4_signer2_rep2_glosses/glosses0070 |x1:133, x2:503, y1:51, y2:480
kep4_signer2_rep2_glosses/glosses0071 |x1:178, x2:520, y1:60, y2:480
kep4_signer2_rep2_glosses/glosses0072 |x1:173, x2:547, y1:74, y2:480
kep4_signer2_rep2_glosses/glosses0073 |x1:153, x2:510, y1:56, y2:480
kep4_signer2_rep2_glosses/glosses0074 |x1:121, x2:460, y1:24, y2:480
kep4_signer2_rep2_glosses/glosses0075 |x1:133, x2:543, y1:53, y2:480
kep4_signer2_rep2_glosses/glosses0076 |x1:136, x2:485, y1:43, y2:480
kep4_signer2_rep2_glosses/glosses0077 |x1:130, x2:473, y1:34, y2:480
kep4_signer2_rep2_glosses/glosses0078 |x1:162, x2:506, y1:53, y2:480
kep4_signer2_rep2_glosses/glosses0079 |x1:165, x2:523, y1:43, y2:480
kep4_signer2_rep2_glosses/glosses0080 |x1:188, x2:526, y1:29, y2:480
kep4_signer2_rep2_glosses/glosses0081 |x1:172, x2:490, y1:49, y2:480
kep4_signer2_rep2_glosses/glosses0082 |x1:162, x2:508, y1:32, y2:480
kep4_signer2_rep2_glosses/glosses0083 |x1:135, x2:541, y1:82, y2:480
kep4_signer2_rep2_glosses/glosses0084 |x1:166, x2:521, y1:35, y2:480
kep4_signer2_rep2_glosses/glosses0085 |x1:142, x2:504, y1:63, y2:480
kep4_signer2_rep2_glosses/glosses0086 |x1:162, x2:541, y1:70, y2:480
kep4_signer2_rep3_glosses/glosses0000 |x1:156, x2:493, y1:43, y2:480
kep4_signer2_rep3_glosses/glosses0001 |x1:157, x2:492, y1:42, y2:469
kep4_signer2_rep3_glosses/glosses0002 |x1:165, x2:495, y1:38, y2:480
kep4_signer2_rep3_glosses/glosses0003 |x1:172, x2:510, y1:30, y2:480
kep4_signer2_rep3_glosses/glosses0004 |x1:185, x2:546, y1:30, y2:480
kep4_signer2_rep3_glosses/glosses0005 |x1:94, x2:481, y1:60, y2:480
kep4_signer2_rep3_glosses/glosses0006 |x1:172, x2:537, y1:30, y2:480
kep4_signer2_rep3_glosses/glosses0007 |x1:116, x2:469, y1:41, y2:480
kep4_signer2_rep3_glosses/glosses0008 |x1:171, x2:480, y1:21, y2:480
kep4_signer2_rep3_glosses/glosses0009 |x1:126, x2:522, y1:27, y2:480
kep4_signer2_rep3_glosses/glosses0010 |x1:144, x2:532, y1:74, y2:480
kep4_signer2_rep3_glosses/glosses0011 |x1:188, x2:547, y1:73, y2:480
kep4_signer2_rep3_glosses/glosses0012 |x1:135, x2:482, y1:38, y2:480
kep4_signer2_rep3_glosses/glosses0013 |x1:159, x2:511, y1:42, y2:480
kep4_signer2_rep3_glosses/glosses0014 |x1:153, x2:542, y1:76, y2:480
kep4_signer2_rep3_glosses/glosses0015 |x1:162, x2:515, y1:36, y2:480
kep4_signer2_rep3_glosses/glosses0016 |x1:135, x2:484, y1:27, y2:480
kep4_signer2_rep3_glosses/glosses0017 |x1:155, x2:475, y1:32, y2:480
kep4_signer2_rep3_glosses/glosses0018 |x1:176, x2:526, y1:31, y2:480
kep4_signer2_rep3_glosses/glosses0019 |x1:126, x2:493, y1:42, y2:480
kep4_signer2_rep3_glosses/glosses0020 |x1:166, x2:523, y1:19, y2:480
kep4_signer2_rep3_glosses/glosses0021 |x1:180, x2:510, y1:59, y2:480
kep4_signer2_rep3_glosses/glosses0022 |x1:127, x2:519, y1:50, y2:480
kep4_signer2_rep3_glosses/glosses0023 |x1:141, x2:498, y1:51, y2:480
kep4_signer2_rep3_glosses/glosses0024 |x1:122, x2:488, y1:51, y2:480
kep4_signer2_rep3_glosses/glosses0025 |x1:198, x2:544, y1:39, y2:480
kep4_signer2_rep3_glosses/glosses0026 |x1:136, x2:514, y1:53, y2:480
kep4_signer2_rep3_glosses/glosses0027 |x1:152, x2:500, y1:43, y2:480
kep4_signer2_rep3_glosses/glosses0028 |x1:162, x2:504, y1:55, y2:480
kep4_signer2_rep3_glosses/glosses0029 |x1:128, x2:478, y1:51, y2:480
kep4_signer2_rep3_glosses/glosses0030 |x1:153, x2:514, y1:47, y2:480
kep4_signer2_rep3_glosses/glosses0031 |x1:183, x2:515, y1:34, y2:480
kep4_signer2_rep3_glosses/glosses0032 |x1:153, x2:521, y1:46, y2:480
kep4_signer2_rep3_glosses/glosses0033 |x1:138, x2:501, y1:53, y2:480
kep4_signer2_rep3_glosses/glosses0034 |x1:105, x2:469, y1:29, y2:480
kep4_signer2_rep3_glosses/glosses0035 |x1:121, x2:486, y1:65, y2:480
kep4_signer2_rep3_glosses/glosses0036 |x1:141, x2:547, y1:77, y2:480
kep4_signer2_rep3_glosses/glosses0037 |x1:93, x2:486, y1:31, y2:480
kep4_signer2_rep3_glosses/glosses0038 |x1:149, x2:493, y1:51, y2:480
kep4_signer2_rep3_glosses/glosses0039 |x1:163, x2:489, y1:60, y2:480
kep4_signer2_rep3_glosses/glosses0040 |x1:118, x2:493, y1:54, y2:480
kep4_signer2_rep3_glosses/glosses0041 |x1:174, x2:508, y1:54, y2:480
kep4_signer2_rep3_glosses/glosses0042 |x1:124, x2:476, y1:62, y2:480
kep4_signer2_rep3_glosses/glosses0043 |x1:133, x2:486, y1:70, y2:480
kep4_signer2_rep3_glosses/glosses0044 |x1:153, x2:550, y1:43, y2:480
kep4_signer2_rep3_glosses/glosses0045 |x1:193, x2:528, y1:28, y2:480
kep4_signer2_rep3_glosses/glosses0046 |x1:135, x2:451, y1:48, y2:480
kep4_signer2_rep3_glosses/glosses0047 |x1:183, x2:518, y1:25, y2:480
kep4_signer2_rep3_glosses/glosses0048 |x1:108, x2:488, y1:41, y2:480
kep4_signer2_rep3_glosses/glosses0049 |x1:155, x2:493, y1:51, y2:480
kep4_signer2_rep3_glosses/glosses0050 |x1:141, x2:497, y1:40, y2:480
kep4_signer2_rep3_glosses/glosses0051 |x1:135, x2:503, y1:54, y2:480
kep4_signer2_rep3_glosses/glosses0052 |x1:151, x2:476, y1:42, y2:480
kep4_signer2_rep3_glosses/glosses0053 |x1:136, x2:500, y1:40, y2:480
kep4_signer2_rep3_glosses/glosses0054 |x1:189, x2:531, y1:29, y2:480
kep4_signer2_rep3_glosses/glosses0055 |x1:149, x2:484, y1:45, y2:480
kep4_signer2_rep3_glosses/glosses0056 |x1:162, x2:503, y1:63, y2:480
kep4_signer2_rep3_glosses/glosses0057 |x1:149, x2:480, y1:47, y2:480
kep4_signer2_rep3_glosses/glosses0058 |x1:189, x2:529, y1:26, y2:480
kep4_signer2_rep3_glosses/glosses0059 |x1:142, x2:543, y1:80, y2:480
kep4_signer2_rep3_glosses/glosses0060 |x1:167, x2:489, y1:58, y2:480
kep4_signer2_rep3_glosses/glosses0061 |x1:162, x2:508, y1:18, y2:480
kep4_signer2_rep3_glosses/glosses0062 |x1:109, x2:498, y1:61, y2:480
kep4_signer2_rep3_glosses/glosses0063 |x1:107, x2:510, y1:61, y2:480
kep4_signer2_rep3_glosses/glosses0064 |x1:148, x2:488, y1:49, y2:480
kep4_signer2_rep3_glosses/glosses0065 |x1:174, x2:511, y1:49, y2:480
kep4_signer2_rep3_glosses/glosses0066 |x1:173, x2:544, y1:81, y2:480
kep4_signer2_rep3_glosses/glosses0067 |x1:148, x2:491, y1:49, y2:480
kep4_signer2_rep3_glosses/glosses0068 |x1:187, x2:547, y1:30, y2:480
kep4_signer2_rep3_glosses/glosses0069 |x1:178, x2:514, y1:41, y2:480
kep4_signer2_rep3_glosses/glosses0070 |x1:189, x2:523, y1:37, y2:480
kep4_signer2_rep3_glosses/glosses0071 |x1:171, x2:509, y1:33, y2:480
kep4_signer2_rep3_glosses/glosses0072 |x1:181, x2:512, y1:30, y2:480
kep4_signer2_rep3_glosses/glosses0073 |x1:144, x2:509, y1:46, y2:480
kep4_signer2_rep3_glosses/glosses0074 |x1:135, x2:497, y1:53, y2:480
kep4_signer2_rep3_glosses/glosses0075 |x1:146, x2:507, y1:55, y2:480
kep4_signer2_rep3_glosses/glosses0076 |x1:171, x2:557, y1:38, y2:480
kep4_signer2_rep3_glosses/glosses0077 |x1:111, x2:490, y1:51, y2:480
kep4_signer2_rep3_glosses/glosses0078 |x1:107, x2:488, y1:53, y2:480
kep4_signer2_rep3_glosses/glosses0079 |x1:154, x2:508, y1:46, y2:480
kep4_signer2_rep3_glosses/glosses0080 |x1:145, x2:485, y1:42, y2:480
kep4_signer2_rep3_glosses/glosses0081 |x1:153, x2:478, y1:50, y2:480
kep4_signer2_rep3_glosses/glosses0082 |x1:174, x2:520, y1:54, y2:480
kep4_signer2_rep3_glosses/glosses0083 |x1:136, x2:511, y1:41, y2:480
kep4_signer2_rep3_glosses/glosses0084 |x1:145, x2:484, y1:51, y2:480
kep4_signer2_rep3_glosses/glosses0085 |x1:113, x2:498, y1:50, y2:480
kep4_signer2_rep3_glosses/glosses0086 |x1:140, x2:484, y1:31, y2:480
kep4_signer2_rep4_glosses/glosses0000 |x1:179, x2:520, y1:57, y2:480
kep4_signer2_rep4_glosses/glosses0001 |x1:162, x2:509, y1:44, y2:480
kep4_signer2_rep4_glosses/glosses0002 |x1:156, x2:512, y1:51, y2:480
kep4_signer2_rep4_glosses/glosses0003 |x1:188, x2:540, y1:32, y2:480
kep4_signer2_rep4_glosses/glosses0004 |x1:177, x2:541, y1:49, y2:480
kep4_signer2_rep4_glosses/glosses0005 |x1:133, x2:501, y1:36, y2:480
kep4_signer2_rep4_glosses/glosses0006 |x1:186, x2:531, y1:29, y2:480
kep4_signer2_rep4_glosses/glosses0007 |x1:147, x2:503, y1:45, y2:480
kep4_signer2_rep4_glosses/glosses0008 |x1:128, x2:481, y1:43, y2:480
kep4_signer2_rep4_glosses/glosses0009 |x1:129, x2:552, y1:71, y2:480
kep4_signer2_rep4_glosses/glosses0010 |x1:136, x2:476, y1:50, y2:477
kep4_signer2_rep4_glosses/glosses0011 |x1:151, x2:518, y1:49, y2:480
kep4_signer2_rep4_glosses/glosses0012 |x1:159, x2:497, y1:50, y2:480
kep4_signer2_rep4_glosses/glosses0013 |x1:140, x2:504, y1:65, y2:480
kep4_signer2_rep4_glosses/glosses0014 |x1:129, x2:466, y1:69, y2:480
kep4_signer2_rep4_glosses/glosses0015 |x1:140, x2:471, y1:35, y2:480
kep4_signer2_rep4_glosses/glosses0016 |x1:128, x2:479, y1:67, y2:480
kep4_signer2_rep4_glosses/glosses0017 |x1:160, x2:500, y1:38, y2:480
kep4_signer2_rep4_glosses/glosses0018 |x1:183, x2:531, y1:28, y2:480
kep4_signer2_rep4_glosses/glosses0019 |x1:181, x2:524, y1:25, y2:480
kep4_signer2_rep4_glosses/glosses0020 |x1:138, x2:465, y1:55, y2:480
kep4_signer2_rep4_glosses/glosses0021 |x1:181, x2:536, y1:71, y2:480
kep4_signer2_rep4_glosses/glosses0022 |x1:186, x2:564, y1:49, y2:480
kep4_signer2_rep4_glosses/glosses0023 |x1:121, x2:479, y1:43, y2:480
kep4_signer2_rep4_glosses/glosses0024 |x1:199, x2:539, y1:39, y2:480
kep4_signer2_rep4_glosses/glosses0025 |x1:191, x2:507, y1:43, y2:480
kep4_signer2_rep4_glosses/glosses0026 |x1:180, x2:537, y1:56, y2:480
kep4_signer2_rep4_glosses/glosses0027 |x1:183, x2:546, y1:40, y2:480
kep4_signer2_rep4_glosses/glosses0028 |x1:140, x2:478, y1:28, y2:480
kep4_signer2_rep4_glosses/glosses0029 |x1:154, x2:512, y1:42, y2:480
kep4_signer2_rep4_glosses/glosses0030 |x1:177, x2:550, y1:55, y2:480
kep4_signer2_rep4_glosses/glosses0031 |x1:144, x2:484, y1:57, y2:480
kep4_signer2_rep4_glosses/glosses0032 |x1:148, x2:523, y1:47, y2:480
kep4_signer2_rep4_glosses/glosses0033 |x1:152, x2:547, y1:52, y2:480
kep4_signer2_rep4_glosses/glosses0034 |x1:176, x2:523, y1:81, y2:480
kep4_signer2_rep4_glosses/glosses0035 |x1:183, x2:524, y1:23, y2:480
kep4_signer2_rep4_glosses/glosses0036 |x1:140, x2:510, y1:48, y2:480
kep4_signer2_rep4_glosses/glosses0037 |x1:140, x2:479, y1:62, y2:480
kep4_signer2_rep4_glosses/glosses0038 |x1:149, x2:539, y1:65, y2:480
kep4_signer2_rep4_glosses/glosses0039 |x1:167, x2:532, y1:28, y2:480
kep4_signer2_rep4_glosses/glosses0040 |x1:177, x2:509, y1:40, y2:480
kep4_signer2_rep4_glosses/glosses0041 |x1:115, x2:495, y1:50, y2:480
kep4_signer2_rep4_glosses/glosses0042 |x1:175, x2:541, y1:73, y2:480
kep4_signer2_rep4_glosses/glosses0043 |x1:175, x2:511, y1:54, y2:480
kep4_signer2_rep4_glosses/glosses0044 |x1:141, x2:490, y1:49, y2:480
kep4_signer2_rep4_glosses/glosses0045 |x1:110, x2:510, y1:57, y2:480
kep4_signer2_rep4_glosses/glosses0046 |x1:131, x2:517, y1:45, y2:480
kep4_signer2_rep4_glosses/glosses0047 |x1:165, x2:498, y1:46, y2:480
kep4_signer2_rep4_glosses/glosses0048 |x1:143, x2:501, y1:42, y2:480
kep4_signer2_rep4_glosses/glosses0049 |x1:145, x2:509, y1:63, y2:480
kep4_signer2_rep4_glosses/glosses0050 |x1:172, x2:543, y1:72, y2:480
kep4_signer2_rep4_glosses/glosses0051 |x1:158, x2:489, y1:39, y2:480
kep4_signer2_rep4_glosses/glosses0052 |x1:164, x2:550, y1:78, y2:480
kep4_signer2_rep4_glosses/glosses0053 |x1:163, x2:522, y1:86, y2:480
kep4_signer2_rep4_glosses/glosses0054 |x1:198, x2:566, y1:44, y2:480
kep4_signer2_rep4_glosses/glosses0055 |x1:174, x2:518, y1:37, y2:480
kep4_signer2_rep4_glosses/glosses0056 |x1:158, x2:487, y1:44, y2:480
kep4_signer2_rep4_glosses/glosses0057 |x1:117, x2:499, y1:53, y2:480
kep4_signer2_rep4_glosses/glosses0058 |x1:180, x2:532, y1:52, y2:480
kep4_signer2_rep4_glosses/glosses0059 |x1:183, x2:520, y1:33, y2:480
kep4_signer2_rep4_glosses/glosses0060 |x1:165, x2:519, y1:37, y2:480
kep4_signer2_rep4_glosses/glosses0061 |x1:143, x2:487, y1:58, y2:480
kep4_signer2_rep4_glosses/glosses0062 |x1:167, x2:504, y1:60, y2:480
kep4_signer2_rep4_glosses/glosses0063 |x1:147, x2:517, y1:52, y2:480
kep4_signer2_rep4_glosses/glosses0064 |x1:160, x2:488, y1:48, y2:480
kep4_signer2_rep4_glosses/glosses0065 |x1:150, x2:508, y1:59, y2:480
kep4_signer2_rep4_glosses/glosses0066 |x1:162, x2:485, y1:30, y2:480
kep4_signer2_rep4_glosses/glosses0067 |x1:135, x2:531, y1:46, y2:480
kep4_signer2_rep4_glosses/glosses0068 |x1:188, x2:515, y1:65, y2:480
kep4_signer2_rep4_glosses/glosses0069 |x1:152, x2:492, y1:47, y2:480
kep4_signer2_rep4_glosses/glosses0070 |x1:195, x2:518, y1:53, y2:480
kep4_signer2_rep4_glosses/glosses0071 |x1:179, x2:521, y1:51, y2:480
kep4_signer2_rep4_glosses/glosses0072 |x1:144, x2:464, y1:33, y2:480
kep4_signer2_rep4_glosses/glosses0073 |x1:157, x2:557, y1:79, y2:480
